  Temp  M  dM  Suc  dSuc 
  0.50000000000000000       0.10689682166583521        5.4985965491384829E-004   1.8137110439789073        2.6529245678177309E-002
  0.49011328091774581       0.10709685518584218        5.5250245721287982E-004   1.8681267884498576        2.7458472700529077E-002
  0.48042205626391443       0.10859768495909421        5.5844007446079289E-004   1.9469939697018341        2.8080843451814150E-002
  0.47092246044151387       0.10668167279808789        5.5115448338891298E-004   1.9347803865197148        2.7751499096042655E-002
  0.46161070428969542       0.10989750732458198        5.7000671535942509E-004   2.1111469529703801        2.9579971820373349E-002
  0.45248307357234796       0.11008846623220257        5.6184070606581571E-004   2.0924662219605419        3.0437263069829953E-002
  0.44353592749657844       0.11141679480631152        5.7249259753355439E-004   2.2163856926052499        3.2333255725813449E-002
  0.43476569726048686       0.11056209690540079        5.7567476812070948E-004   2.2863015442438277        3.3263145651848201E-002
  0.42616888462965724       0.11254544106407249        5.8169678658841304E-004   2.3814747595271064        3.3795533381791809E-002
  0.41774206054179519       0.11140023816360539        5.6881617882003775E-004   2.3231115708154495        3.2497710668294683E-002
  0.40948186373895767       0.11266406064306062        5.7775863035005280E-004   2.4450773538124211        3.4122375948024759E-002
  0.40138499942682770       0.11146271209219262        5.7983853925067607E-004   2.5123920392871169        3.6655992642635922E-002
  0.39344823796050010       0.11400324969991073        5.8030942780773378E-004   2.5672374488882075        3.7681277681026727E-002
  0.38566841355625331       0.11510785252247124        5.9432387585215069E-004   2.7470507022607702        3.9477870328651639E-002
  0.37804242302879471       0.11489915906789780        5.9243683731623848E-004   2.7846971032493291        3.9266775763412712E-002
  0.37056722455347391       0.11597826979795102        5.9704331114205668E-004   2.8852208440463993        4.1769828000201653E-002
  0.36323983645297225       0.11378519292530655        6.0057436329411613E-004   2.9783415420038275        4.4236374427343503E-002
  0.35605733600798323       0.11679965720437882        5.9799811595819224E-004   3.0124100286042061        4.4418952555576881E-002
  0.34901685829140977       0.11681093881372764        6.0118610985223904E-004   3.1060315462800507        4.4998964521397684E-002
  0.34211559502561356       0.11462843268094271        5.9714543135634018E-004   3.1262359132925104        4.4597578506875429E-002
  0.33535079346226060       0.11530408616575677        5.8688394557022776E-004   3.0806297987588191        4.4886621879423834E-002
  0.32871975528431574       0.11882355169486514        6.1751955135498269E-004   3.4794452835041390        5.2811556197959762E-002
  0.32221983552974898       0.11714233919875859        6.2131258445195174E-004   3.5933739922496608        5.3907463469431170E-002
  0.31584844153652342       0.11897589236893845        6.2680339684333716E-004   3.7309406101180072        5.6046811342541206E-002
  0.30960303190844457       0.11855079567175746        6.2783538577196058E-004   3.8187459375212409        5.4758075050657634E-002
  0.30348111550145862       0.11740234752836391        6.0421528719272377E-004   3.6081629109149080        5.2442786558198666E-002
  0.29748025042999449       0.11766454663786069        6.2133654234594582E-004   3.8925127668528794        5.9966986485387619E-002
  0.29159804309295451       0.11650261830604196        6.1251550699002071E-004   3.8590816079618095        5.6086117937834391E-002
  0.28583214721896433       0.11737087809771497        6.1443929338476509E-004   3.9616972293786907        5.7869248163103314E-002
  0.28018026293050141       0.11704117931574144        6.0845564702027908E-004   3.9632795390358386        5.8872948817212847E-002
  0.27464013582652946       0.11797304427480761        6.1842282478012124E-004   4.1767781339559917        6.1744649805280959E-002
  0.26920955608327135       0.11710660103456086        6.1808406571194573E-004   4.2563664835826165        6.4096401339636691E-002
  0.26388635757276402       0.11703912278657988        6.2634118091604743E-004   4.4590196528565897        7.0579030601425008E-002
  0.25866841699884163       0.11693400607710601        6.1146594071646192E-004   4.3354634471390554        6.6263321602138367E-002
  0.25355365305020372       0.11528861017902749        6.0554903783782959E-004   4.3377363949029810        6.4530706300007415E-002
  0.24854002557023031       0.11592808817957050        6.1695521541037680E-004   4.5935170483019334        7.1572098437148124E-002
  0.24362553474321205       0.11341496587238008        6.0631552519123106E-004   4.5259417874468699        7.0394274453577821E-002
  0.23880822029667184       0.11168874769863109        5.9957395257629904E-004   4.5151339008093831        7.3208196300617770E-002
  0.23408616071945929       0.11397567539959837        6.1400374977567005E-004   4.8305958015040202        7.7651791232557180E-002
  0.22945747249530582       0.11240726057441952        5.8794190739745928E-004   4.5185700561611020        6.7467545457515002E-002
  0.22492030935153551       0.11092027582327049        5.8375837204508341E-004   4.5443519959005192        6.9161199269449455E-002
  0.22047286152263082       0.10826079132976138        5.7442017628043715E-004   4.4888864992025557        7.2311017918349318E-002
  0.21611335502836085       0.10916283925679397        5.9471932548635495E-004   4.9088175237761540        8.2239249872073344E-002
  0.21184005096618311       0.10860438004591763        5.7897871104789218E-004   4.7462598276395029        7.7676037635257017E-002
  0.20765124481763697       0.10749434428869582        5.8057328359567724E-004   4.8687104412538966        7.3309124148141183E-002
  0.20354526576845217       0.10369627291601766        5.6491858761426614E-004   4.7026766161861797        7.4059673998635916E-002
  0.19952047604210127       0.10375110178282781        5.5256850364632834E-004   4.5900685574825060        6.8049640855791058E-002
  0.19557527024652951       0.10352268600502225        5.5800682741414674E-004   4.7752869957148549        7.7501507426842017E-002
  0.19170807473380272       0.10060246660916174        5.4031583447117313E-004   4.5676137961062375        7.4407425251738990E-002
  0.18791734697241691        9.9890228254218838E-002   5.5425074457288734E-004   4.9032054321090985        8.0599781221974545E-002
  0.18420157493201936        9.6339167034909717E-002   5.2014905772230114E-004   4.4055150024572400        7.2417540779518286E-002
  0.18055927648029602        9.5351647427829575E-002   5.0903867926344417E-004   4.3044349847688119        6.9410950631769483E-002
  0.17698899879178448        9.1794732508836699E-002   4.8977887796476487E-004   4.0652590274030871        6.4694865634164142E-002
  0.17348931776837687        9.3728884456511868E-002   5.0473195654129172E-004   4.4043645379644651        7.6034886337120161E-002
  0.17005883747128109        9.0106361445960209E-002   4.8535064764475418E-004   4.1547645034539675        6.9705046624055966E-002
  0.16669618956421456        8.9660195494849326E-002   4.8060842928372455E-004   4.1561526088797285        7.2139641597010015E-002
  0.16340003276760737        8.7635661040733143E-002   4.6532253428029476E-004   3.9745724843873176        6.0524424378788057E-002
  0.16016905232359843        8.5698913586910744E-002   4.6654788606257595E-004   4.0761319797364148        6.7148855725940482E-002
  0.15700195947160983        8.5970710019340396E-002   4.6182262130461753E-004   4.0745506687778352        6.7914198113332547E-002
  0.15389749093429128        8.7036879245564580E-002   4.7202077549895685E-004   4.3423525488787851        7.6028560343937693E-002
  0.15085440841362910        8.1630517602820835E-002   4.5211166846248913E-004   4.0641321117662699        6.8065289152094505E-002
  0.14787149809701872        7.9642270528120784E-002   4.2776203389646478E-004   3.7115420974788820        6.6685423901053004E-002
  0.14494757017310408        8.2113875400899469E-002   4.3865940500519848E-004   3.9817899164348622        6.2316621880400103E-002
  0.14208145835719044        7.9971225660804515E-002   4.2734418404498939E-004   3.8552503112841965        6.6853735395405511E-002
  0.13927201942604137        7.7865273240129387E-002   4.0862150846959685E-004   3.5959443663026303        5.7421263864301936E-002
  0.13651813276187430        7.4699127660196971E-002   3.9705304039010388E-004   3.4637066530432459        5.2052935756492259E-002
  0.13381869990537326        7.7064171207292309E-002   4.1392894666831523E-004   3.8403356322397908        6.3645998969144635E-002
  0.13117264411753943        7.4361739758926945E-002   4.0021477414081452E-004   3.6624976285238207        5.6203489573835072E-002
  0.12857890995020618        7.3825531828396046E-002   3.8362954655577034E-004   3.4331181418525505        5.1661354420775241E-002
  0.12603646282504588        7.5788687356457454E-002   3.9761510474137782E-004   3.7623910573703561        5.9869399300242744E-002
  0.12354428862090146        7.3030394027768411E-002   3.8428276508643296E-004   3.5852011942897466        5.4555833814366586E-002
  0.12110139326927789        6.7355728401313208E-002   3.5666452213901331E-004   3.1506856512939980        4.7723868079392814E-002
  0.11870680235783200        6.6615766919179198E-002   3.6192470169691440E-004   3.3097503388773153        5.1369406848209578E-002
  0.11635956074170289        6.9026493607612080E-002   3.6459659983116089E-004   3.4265537345047976        5.2504352817951051E-002
  0.11405873216252746        6.8877006627261719E-002   3.6755972007111482E-004   3.5527256855970277        6.2905857002441917E-002
  0.11180339887498950        6.7712282164473003E-002   3.6310137312663750E-004   3.5370008771599708        5.3686453238551403E-002
  0.10959266128075304        6.6091559921772805E-002   3.5672525689771535E-004   3.4827366571644065        8.6679093423558798E-002
