  Temp  En  dE  Cv  dCv 
   500.00000000000000       -2.6582256309094710E-002   2.1407456843845259E-003   5.4982506871437038E-005   7.5585145862079567E-007
   410.15631706521634       -3.4864226768201396E-002   2.1033818017163262E-003   7.8880890753007667E-005   1.1047359920524412E-006
   336.45640885700453       -4.1406206024811688E-002   2.1326119535098977E-003   1.2050372149524611E-004   1.7282866055195563E-006
   275.99944301955520       -5.0687893041863635E-002   2.1436124824615651E-003   1.8092997985598335E-004   2.5777130460066564E-006
   226.40583012190356       -6.0021460183361096E-002   2.1159769128651497E-003   2.6198777652217749E-004   3.7080965691177281E-006
   185.72356288978597       -7.4238678420172760E-002   2.1107218377756907E-003   3.8740246995874544E-004   5.5032497763254608E-006
   152.35138509420943       -9.1042898234214104E-002   2.0964420092138892E-003   5.6794631349903321E-004   7.8800389178818794E-006
   124.97576602005088      -0.10859988432749383        2.0906913948121972E-003   8.3938777571317417E-004   1.1736182073732006E-005
   102.51919982637654      -0.13263718566172109        2.0928111168854054E-003   1.2499252546980066E-003   1.7801659171642760E-005
   84.097794858519137      -0.16479309522756075        2.0860867544670266E-003   1.8455673824263707E-003   2.6536359464755679E-005
   68.986483624952584      -0.19280880378809265        2.0314364612644144E-003   2.6008353560570386E-003   3.6854042323766904E-005
   56.590484101780817      -0.23317997459100789        2.0271258675476100E-003   3.8486551992140089E-003   5.4616923489636453E-005
   46.421889080248192      -0.28030756476851731        2.0174063771248134E-003   5.6646822122313513E-003   8.1058720741525986E-005
   38.080462112729158      -0.33556717714258455        1.9744701724042132E-003   8.0636399217871666E-003   1.1150499764629372E-004
   31.237884184597007      -0.39992924111160338        1.9433899408462781E-003   1.1608900037292149E-002   1.6351847134010584E-004
   25.624831060128148      -0.47694800714975144        1.8688701659728150E-003   1.5954038365315889E-002   2.2668334563535956E-004
   21.020372666081048      -0.56460242897912916        1.8048426053637989E-003   2.2112214459121055E-002   3.1321390259174940E-004
   17.243277272116284      -0.65948470647357971        1.7504124588652702E-003   3.0908331371018994E-002   4.4346193595222564E-004
   14.144878200131137      -0.77241894455628668        1.6707468402614957E-003   4.1846319257196306E-002   5.9358535725364961E-004
   11.603222295803704      -0.89753780827206397        1.5674417076409022E-003   5.4734349819226535E-002   7.6786257313279167E-004
   9.5182698458717017       -1.0227153585741970        1.4297782003733555E-003   6.7679276555582341E-002   9.3049989649892891E-004
   7.8079570096312807       -1.1560205609835961        1.3258188807767422E-003   8.6482445822272075E-002   1.2357626789579255E-003
   6.4049657817478156       -1.2844805372027119        1.1695851076007318E-003  0.10001483509181436        1.4416232364697159E-003
   5.2540743519408331       -1.4063407290012337        1.0004089318648836E-003  0.10874194180608371        1.5634636690261864E-003
   4.3099835715577317       -1.5128677757791253        8.4633416932329911E-004  0.11565566558101324        1.6600575641338613E-003
   3.5355339766434137       -1.6009452441861336        6.9287178864601217E-004  0.11519406884147552        1.7189251617748412E-003
   2.9002431894380010       -1.6711871125792355        5.4109496162249495E-004  0.10440289473125329        1.5286985917765989E-003
   2.3791061303467349       -1.7238783866958700        4.2266782231409811E-004   9.4668420656854421E-002   1.3560661583928307E-003
   1.9516108166605914       -1.7667794563331032        3.5501848224151107E-004   9.9254426533056259E-002   1.5383189925253741E-003
   1.6009310098122935       -1.8045338096664898        3.2707571603742545E-004  0.12519464680456710        1.8559658944165246E-003
   1.3132639337202165       -1.8468946020425119        3.1752716527018741E-004  0.17534449242318792        2.4922171103521303E-003
   1.0772869967785241       -1.8923958789454325        2.7688564860297313E-004  0.19814013213692577        2.7139986008673797E-003
  0.88371213404185411       -1.9278902511349676        2.1298104488737577E-004  0.17421865706004969        2.5833466196186062E-003
  0.72492022848889981       -1.9521745538340629        1.5048282781578084E-004  0.12924919344778873        2.0139942712249816E-003
  0.59466122216616402       -1.9672055349405388        1.1285494814041778E-004  0.10802800716084458        1.6939780122909869E-003
  0.48780811357034859       -1.9779130634369688        8.7622586500603477E-005   9.6776183259358731E-002   1.4923440717208966E-003
  0.40015515859309014       -1.9860477967554910        7.2888430776007039E-005   9.9516421931136037E-002   1.5361011743587681E-003
  0.32825233220637856       -1.9936865814048117        6.2174694930347281E-005  0.10760837581881910        1.6008318317824093E-003
  0.26926953529167236       -2.0005198711172154        5.7640703628057712E-005  0.13744169338636181        2.0103324298248841E-003
  0.22088520178618914       -2.0091081097268528        5.7479311077170021E-005  0.20310670325602143        2.8268886544970408E-003
  0.18119492171766102       -2.0177880071691150        5.2217637005557696E-005  0.24910174932908277        3.5987581173137261E-003
  0.14863648352527195       -2.0257921698312056        4.1166969936684550E-005  0.23008131595427139        3.1915113807065897E-003
  0.12192838532850055       -2.0315161089154299        2.9637363986193590E-005  0.17721639292041003        2.6845480798004906E-003
  0.10001939494409270       -2.0344595397526875        1.7030103725108334E-005   8.6956187864026938E-002   1.6805050118431941E-003
   8.2047173330720799E-002  -2.0354355400200217        8.6489812585189865E-006   3.3330098147598915E-002   9.3688030095284442E-004
   6.7304332877879777E-002  -2.0357837620244608        5.8600821679783910E-006   2.2738151101610180E-002   1.3123859803719017E-002
   5.5210594591444964E-002  -2.0359213413726662        1.2753576785814814E-006   1.6004830876301442E-003   2.6636064170706714E-004
   4.5289948281215658E-002  -2.0359292743420827        3.0400763293422384E-007   1.3513070197782837E-004   9.6854542377437292E-005
   3.7151916774195083E-002  -2.0359021336857341        8.4755195350966865E-007   1.5609661857089727E-003   4.2912171667376764E-005
   3.0476186712034590E-002  -2.0359288104508022        7.0140011664637822E-007   1.5886792811485968E-003   1.4286923064155141E-003
