  Temp  En  dE  Cv  dCv 
  0.50000000000000000       -2.8439361917891133        6.5076178333208835E-005   5.0808744584210218E-002   7.3612826463714646E-004
  0.45248307357234790       -2.8464078154869261        6.4148226915203800E-005   6.0283579175738615E-002   8.6051235752709389E-004
  0.40948186373895767       -2.8493647732747300        6.2441000573612169E-005   6.9743663443630977E-002   9.8686597828397940E-004
  0.37056722455347385       -2.8522789611514101        6.0994546903151888E-005   8.1261044592622622E-002   1.1693711892068626E-003
  0.33535079346226054       -2.8553485578837239        5.8452620719210944E-005   9.1126290280594532E-002   1.3115016852388683E-003
  0.30348111550145862       -2.8586289147646444        5.7714819843853345E-005  0.10847901615264482        1.5251750595241902E-003
  0.27464013582652946       -2.8620250774753688        5.7866202563050607E-005  0.13315465293478432        1.9127857725800962E-003
  0.24854002557023031       -2.8657907892420029        5.7030837792612643E-005  0.15792875708330462        2.2467412578527019E-003
  0.22492030935153548       -2.8698717985042377        5.6357536762186926E-005  0.18831332592925668        2.9818016891640805E-003
  0.20354526576845217       -2.8746075842540497        5.9435545567885122E-005  0.25574366615818139        3.7260553625461670E-003
  0.18420157493201933       -2.8805818195477593        6.5630793022129213E-005  0.38077025634037737        1.3309470101536835E-002
  0.16669618956421453       -2.8889902831513665        7.9172199664444978E-005  0.67659450898225226        9.6993096803416022E-003
  0.15085440841362907       -2.9027227836599461        8.1000651021998738E-005  0.86475961161493764        1.1240524543658481E-002
  0.13651813276187430       -2.9115085139429540        4.6198200210454451E-005  0.34348187495527416        6.3387709009013853E-003
  0.12354428862090146       -2.9146006944831941        2.9955791183454781E-005  0.17633991734142984        3.2783055052404354E-003
  0.11180339887498945       -2.9162619871198343        2.1453303521617354E-005  0.11043652743101125        2.0051949977333127E-003
  0.10117829111758084       -2.9172281529596971        1.6606553266809723E-005   8.0801367962563458E-002   1.4440098603012790E-003
   9.1562928287361539E-002  -2.9179461915371139        1.4750323325476523E-005   7.7839158180346521E-002   1.3408575104639693E-003
   8.2861350433499667E-002  -2.9185915280962087        1.2654026708594972E-005   6.9950029060298485E-002   1.0799933370229163E-003
   7.4986717049010665E-002  -2.9189865541994009        1.2338794613537620E-005   8.1210316143327202E-002   1.1518739169058675E-003
   6.7860440414872658E-002  -2.9198802108955828        1.1060843989710416E-005   7.9685195248002341E-002   1.1414700456592421E-003
   6.1411401305789509E-002  -2.9202994410970340        9.7621832214655373E-006   7.5793230444254511E-002   1.0671811201399999E-003
   5.5575239230457089E-002  -2.9207286365130147        8.8578722172841836E-006   7.6195752962068292E-002   1.1859367447625388E-003
   5.0293710123031500E-002  -2.9211899972674589        5.9249901649645506E-006   4.1627792461248342E-002   7.4466697028769627E-004
   4.5514105075652005E-002  -2.9213719273231860        4.9011511932025367E-006   3.4780823023001090E-002   6.3556415310187127E-004
   4.1188724311051646E-002  -2.9215062638359881        4.3371712745685526E-006   3.3257740116953032E-002   7.4302801527096664E-004
   3.7274401145577472E-002  -2.9215922001435359        3.6170240335240014E-006   2.8243544431724599E-002   6.3784609940891704E-004
   3.3732071191839089E-002  -2.9216791311742738        2.8727995288973876E-006   2.1755201631047709E-002   6.6402101062562884E-004
   3.0526382501689202E-002  -2.9217280016847624        2.4630755894289269E-006   1.9527428893964246E-002   5.0065958746696275E-004
   2.7625342758818946E-002  -2.9217834931230957        1.9298091709163581E-006   1.4637186446896232E-002   3.1347569449017914E-004
