  Temp  M  dM  Suc  dSuc 
   500.00000000000000        8.4923148527557307E-002   3.7434226539872709E-004   8.4062463983319814E-004   1.1379879382876187E-005
   397.16411736214076        8.4033829611951882E-002   3.7494428768619257E-004   1.0616903503067906E-003   1.4165350760733095E-005
   315.47867224009661        8.4178337496048264E-002   3.7363827192174210E-004   1.3272938947467303E-003   1.7357297271767169E-005
   250.59361681363612        8.4213757980497309E-002   3.7583697907929566E-004   1.6906877441432097E-003   2.2483258035379835E-005
   199.05358527674863        8.4435986341369132E-002   3.7601688443689906E-004   2.1304879416184758E-003   2.8062181512375612E-005
   158.11388300841901        8.3907311180362112E-002   3.7900122544190143E-004   2.7248689211452114E-003   3.5485383264301863E-005
   125.59432157547900        8.4381874970361120E-002   3.7973335692012978E-004   3.4436728310680660E-003   4.7187562544154177E-005
   99.763115748443994        8.2917672816606322E-002   3.8020137409198226E-004   4.3460203083813187E-003   5.7367724768562570E-005
   79.244659623055682        8.3410062010722374E-002   3.7874699788164793E-004   5.4295368544732322E-003   7.3078202192918327E-005
   62.946270589708355        8.3101581299166172E-002   3.8112755501574044E-004   6.9215774806838243E-003   9.1394902067603936E-005
   50.000000000000007        8.2155775479827678E-002   3.8521809029008096E-004   8.9017979985155302E-003   1.1956588608867930E-004
   39.716411736214070        8.1429053961227821E-002   3.8660046391357711E-004   1.1287275587849975E-002   1.5202293895398978E-004
   31.547867224009657        8.0788672325498509E-002   3.9150865890158043E-004   1.4572938446218580E-002   1.9294472851940763E-004
   25.059361681363615        8.0205103133881489E-002   3.9281618863345384E-004   1.8468989830490862E-002   2.5635473074859443E-004
   19.905358527674863        7.9033050960809273E-002   3.9563126765771454E-004   2.3585527958637085E-002   3.3090188918790455E-004
   15.811388300841902        7.9308844711765816E-002   4.0121955471670591E-004   3.0537154778904629E-002   4.3424006662707876E-004
   12.559432157547903        7.7956793405857636E-002   3.9715494166191548E-004   3.7669020591715778E-002   5.4298557221989566E-004
   9.9763115748444005        7.8576127810862983E-002   4.0154744323848577E-004   4.8477265822512883E-002   7.0743769430938656E-004
   7.9244659623055700        7.8589087259674048E-002   4.0696299673485066E-004   6.2686530314724154E-002   9.3789358971169037E-004
   6.2946270589708382        7.8063692974056742E-002   4.0763667676027207E-004   7.9179160328282094E-002   1.1925728177788664E-003
   5.0000000000000018        7.8146345868705600E-002   4.0411380469069396E-004   9.7965184308784994E-002   1.4377247603353808E-003
   3.9716411736214101        7.6949244595187538E-002   4.0197059189104407E-004  0.12202616139843613        1.7902697966555570E-003
   3.1547867224009654        7.7541829966444348E-002   4.0070370664740620E-004  0.15265502573709880        2.2153224622828032E-003
   2.5059361681363610        7.7183780567210092E-002   3.9881211021428151E-004  0.19037111876128843        2.7516993821296606E-003
   1.9905358527674859        7.6956340172543228E-002   3.9849039476820797E-004  0.23927653024292350        3.4819461358733162E-003
   1.5811388300841895        7.5012817493843420E-002   3.9137268219607173E-004  0.29056640784212834        4.2981027490634639E-003
   1.2559432157547898        7.3947802398049850E-002   3.8526086714439753E-004  0.35446567214596941        5.1615955353714440E-003
  0.99763115748443987        7.2555352344970389E-002   3.7889358769956641E-004  0.43161735403451745        6.6840083627254330E-003
  0.79244659623055669        7.0671290147489740E-002   3.7281363284261078E-004  0.52607535529814531        8.1250445569445474E-003
  0.62946270589708375        6.8722125958163280E-002   3.6009564404057928E-004  0.61787428785445997        9.0629449379905479E-003
  0.50000000000000011        6.6513911485778773E-002   3.5288552763382085E-004  0.74701974731719112        1.1220524418569000E-002
  0.39716411736214086        6.2411673209407104E-002   3.2535096755637554E-004  0.79940818823893822        1.2196922804910066E-002
  0.31547867224009674        5.8704921743050080E-002   3.0777434796577845E-004  0.90059436852563801        1.3785573657502145E-002
  0.25059361681363629        5.5187217889695814E-002   2.9088947612029256E-004   1.0127923356775654        1.5134126735438486E-002
  0.19905358527674874        5.0734620678807428E-002   2.6825774580037013E-004   1.0843486143350076        1.6448932149441969E-002
  0.15811388300841892        4.2670839543576068E-002   2.1951822042661105E-004  0.91412488924972823        1.5927914599579405E-002
  0.12559432157547909        4.1195255739482746E-002   1.6108883714398354E-004  0.61971966878142926        1.2112221314901379E-002
   9.9763115748443959E-002   3.7811394836204389E-002   1.2105414516686052E-004  0.44057892370790785        1.2497739795173520E-002
   7.9244659623055741E-002   3.7775276871463516E-002   1.1363531032022009E-004  0.48875475061893137        1.0497765831514502E-002
   6.2946270589708364E-002   3.4476252142552205E-002   6.0893265848117942E-005  0.17668631818992961        8.9994277561300361E-003
   5.0000000000000044E-002   3.3337704959016203E-002   3.4913734860339625E-006   7.3123506018551564E-004   6.6971195417868628E-004
   3.9716411736214076E-002   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   3.1547867224009693E-002   3.3334090352483775E-002   5.3529337208196492E-007   2.7242572744661642E-005   1.9261480526848222E-005
   2.5059361681363621E-002   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.9905358527674850E-002   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.5811388300841903E-002   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.2559432157547894E-002   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   9.9763115748444028E-003   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   7.9244659623055654E-003   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   6.2946270589708401E-003   3.3333333333333333E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
