  Temp  En  dE  Cv  dCv 
  0.50000000000000000       -2.7662357705042933        6.2097773943287521E-005   4.6264348172893127E-002   6.6138621817135059E-004
  0.49011328091774581       -2.7667129047441823        6.1999035462340354E-005   4.7996693100454187E-002   6.8865724043047909E-004
  0.48042205626391443       -2.7672307256716295        6.1888909534870990E-005   4.9775333270937493E-002   7.2007721575698699E-004
  0.47092246044151387       -2.7677458151679462        6.0358152971228370E-005   4.9272825347146110E-002   7.0359575419047114E-004
  0.46161070428969542       -2.7681251092336598        6.0631653277560109E-005   5.1746558330384280E-002   7.5416909952287883E-004
  0.45248307357234796       -2.7686393278628740        6.0220143884801164E-005   5.3126755538916583E-002   7.6571912833467610E-004
  0.44353592749657844       -2.7690807270519922        5.9094559703669669E-005   5.3244136045205233E-002   7.6917781440656531E-004
  0.43476569726048686       -2.7695334576041093        5.8828461597371789E-005   5.4915991859645116E-002   7.8354234980762387E-004
  0.42616888462965724       -2.7701053314551376        5.9270002376979195E-005   5.8015067808252545E-002   8.1723898167142370E-004
  0.41774206054179519       -2.7705537137122067        5.7559307803725585E-005   5.6944148976648304E-002   8.2566069246134465E-004
  0.40948186373895767       -2.7710009001974889        5.7777170535529430E-005   5.9714195871446427E-002   8.6418503031236141E-004
  0.40138499942682770       -2.7715212514693754        5.7273838452484510E-005   6.1069546633235869E-002   8.6739664906134177E-004
  0.39344823796050010       -2.7718519259211707        5.7249528974443465E-005   6.3504283052132168E-002   9.2967687765449340E-004
  0.38566841355625331       -2.7724465678243679        5.7020046435286300E-005   6.5563387153622157E-002   9.1103588478539234E-004
  0.37804242302879471       -2.7730679360731232        5.5740841067924763E-005   6.5207920458209681E-002   9.2636785074739450E-004
  0.37056722455347391       -2.7735874286611297        5.5478995176357906E-005   6.7229139930550519E-002   9.6751397973558501E-004
  0.36323983645297225       -2.7739922967736015        5.4530196786043022E-005   6.7596090443194243E-002   9.4979296494340478E-004
  0.35605733600798323       -2.7745818368687214        5.4248021497380895E-005   6.9624537435667211E-002   9.9710776060583277E-004
  0.34901685829140977       -2.7750662116885976        5.4696352060844310E-005   7.3664510311109141E-002   1.0668706260020591E-003
  0.34211559502561356       -2.7755442722437240        5.4066479151590570E-005   7.4910867596109432E-002   1.0559569947431293E-003
  0.33535079346226060       -2.7760424845047114        5.3257118527781409E-005   7.5646884273319670E-002   1.0836040870774652E-003
  0.32871975528431574       -2.7765426086863543        5.3402904243795727E-005   7.9161230032551391E-002   1.1331446332067735E-003
  0.32221983552974898       -2.7770677359612397        5.2532207791177329E-005   7.9722545283913065E-002   1.1293244907198371E-003
  0.31584844153652342       -2.7775818173364715        5.2523433954106114E-005   8.2943649178379930E-002   1.1915783332810089E-003
  0.30960303190844457       -2.7781856792180339        5.2161307022536691E-005   8.5137503829563949E-002   1.2135063343718779E-003
  0.30348111550145862       -2.7786603550622808        5.2155057458478721E-005   8.8585757641920129E-002   1.2964710105192070E-003
  0.29748025042999449       -2.7792470709147041        5.1302592045774633E-005   8.9206547409907633E-002   1.2867675106883064E-003
  0.29159804309295451       -2.7797416667332966        5.0569888786562519E-005   9.0208856438578844E-002   1.3117213231568223E-003
  0.28583214721896433       -2.7802344595495079        5.0570070426990749E-005   9.3885681983479477E-002   1.3259152892792442E-003
