  Temp  M  dM  Suc  dSuc 
  0.50000000000000000        7.7276198475179983E-002   6.9332169841789762E-004   1.4415081562014211        1.5762072206699444E-002
  0.45248307357234790        8.5533091632974290E-002   7.4630521914358138E-004   1.8456448859363543        3.2477900533394763E-002
  0.40948186373895767        4.9552953669236739E-002   5.5127353045195733E-004   1.1128000410949366        2.2492473558003701E-002
  0.37056722455347385        7.2530115564056488E-002   6.8875699833740580E-004   1.9194754790753006        2.4940476629688766E-002
  0.33535079346226054        7.2581682602040384E-002   7.0091521678033477E-004   2.1965908124400046        3.5717876389618618E-002
  0.30348111550145862        5.0927998120722351E-002   5.3812396214747134E-004   1.4307063824183488        3.1028964484329475E-002
  0.27464013582652946        5.4094726729123084E-002   5.6994368768109940E-004   1.7734437365875613        4.1491605268792926E-002
  0.24854002557023031        6.7040385314822107E-002   6.8092723891364148E-004   2.7971940781919420        4.9616306249443368E-002
  0.22492030935153548        6.6601641801072448E-002   6.8623137303065035E-004   3.1392795438950643        6.5198425607615601E-002
  0.20354526576845217        6.9920826418170420E-002   7.3169723836794237E-004   3.9438405680232260        7.9553489385422435E-002
  0.18420157493201933        5.8174666666666666E-002   6.5193290309406950E-004   3.4596326390541892        9.9023171507745242E-002
  0.16669618956421453        5.7778666666666666E-002   6.6603261674481472E-004   3.9900914264376639       0.13658749344426380     
  0.15085440841362907        5.4350666666666665E-002   6.4685042099324182E-004   4.1587924617564758       0.16320689152475906     
  0.13651813276187430        5.2360000000000004E-002   6.1409845438659745E-004   4.1419341779769354       0.17689740292736711     
  0.12354428862090146        4.7284000000000000E-002   5.1292852750034934E-004   3.1930708757986799        7.7753326339151108E-002
  0.11180339887498945        4.4692000000000003E-002   4.9453070626923328E-004   3.2798126994035113        8.9436507922273478E-002
  0.10117829111758084        4.2200000000000001E-002   4.6895624442677079E-004   3.2590785667332014        8.0401957185098460E-002
   9.1562928287361539E-002   3.9816000000000004E-002   4.4013689577650163E-004   3.1722938016472271        8.3962164093941707E-002
   8.2861350433499667E-002   3.7253333333333333E-002   4.1019265775519106E-004   3.0446773879514795        7.2506429605957795E-002
   7.4986717049010665E-002   3.5892000000000000E-002   3.8430940211847268E-004   2.9532159318553397        6.8917033661404142E-002
   6.7860440414872658E-002   3.4582666666666671E-002   3.7111817119599779E-004   3.0431635172245852        7.2926441483102608E-002
   6.1411401305789509E-002   3.2618666666666671E-002   3.5934159874524002E-004   3.1527062513349184        8.1626033428675415E-002
   5.5575239230457089E-002   3.0694666666666665E-002   3.4168205406410188E-004   3.1497821792083287        7.7072157149368062E-002
   5.0293710123031500E-002   2.8978666666666666E-002   3.1582580118788610E-004   2.9737130766612023        7.1368923074719398E-002
   4.5514105075652005E-002   2.7647999999999999E-002   3.0506421370028118E-004   3.0658721855139333        6.9619393025363602E-002
   4.1188724311051646E-002   2.5780000000000001E-002   2.9059189534063679E-004   3.0740163831527161        7.1587273894921505E-002
   3.7274401145577472E-002   2.4633333333333333E-002   2.8759379666372972E-004   3.3271001774734317        7.9038837820310875E-002
   3.3732071191839089E-002   2.2706666666666667E-002   2.7366376444266141E-004   3.3289640797538902        7.6090266396743322E-002
   3.0526382501689202E-002   2.1554666666666666E-002   2.7217888051089806E-004   3.6387400350233694        7.5868506746003553E-002
   2.7625342758818946E-002   1.9301333333333334E-002   2.5909994009958628E-004   3.6437156157226780        7.5351148895364664E-002
