  Temp  En  dE  Cv  dCv 
  0.50000000000000000       -2.8437817342926524        6.6003093464736044E-005   5.2266445265462001E-002   7.4640531419203242E-004
  0.49011328091774581       -2.8444806308320603        6.5876577252066003E-005   5.4188047441508937E-002   7.7381234236440400E-004
  0.48042205626391443       -2.8448925855296348        6.5522217181724021E-005   5.5791197769015213E-002   8.1188262710104610E-004
  0.47092246044151387       -2.8453491915671325        6.5061997107962799E-005   5.7251960626160968E-002   8.1433667939546071E-004
  0.46161070428969542       -2.8460525456067263        6.4391612417269160E-005   5.8363489450522700E-002   8.4149606794260712E-004
  0.45248307357234796       -2.8465224009807177        6.4413834221100207E-005   6.0783823923217024E-002   8.6391865429248714E-004
  0.44353592749657844       -2.8471259527987254        6.3216621627382787E-005   6.0931146236558278E-002   8.3524683402692466E-004
  0.43476569726048686       -2.8475984119136060        6.3626814933847906E-005   6.4239805322492516E-002   9.3572460466646845E-004
  0.42616888462965724       -2.8481857233787706        6.2755422559332758E-005   6.5038936692296226E-002   9.3141532958524581E-004
  0.41774206054179519       -2.8486409704064650        6.3325455622125079E-005   6.8924659398913124E-002   9.8429152107492018E-004
  0.40948186373895767       -2.8492279593471892        6.2717340378379524E-005   7.0362346714986659E-002   1.0290052542712405E-003
  0.40138499942682770       -2.8499099023853476        6.2418233827516022E-005   7.2532904199527792E-002   1.0135596969387600E-003
  0.39344823796050010       -2.8505584292085331        6.1403358512342502E-005   7.3053904587468618E-002   1.0551419278200008E-003
  0.38566841355625331       -2.8511138027718341        6.1155223744205014E-005   7.5417714647846107E-002   1.0997762421962977E-003
  0.37804242302879471       -2.8516538765670600        6.1641391615415228E-005   7.9744030967326393E-002   1.1260610165621139E-003
  0.37056722455347391       -2.8522070297474342        6.1149723746660876E-005   8.1675044886877296E-002   1.1502364540918045E-003
  0.36323983645297225       -2.8527808032873159        6.0204523652542763E-005   8.2395918136604906E-002   1.1665535565784097E-003
  0.35605733600798323       -2.8534770074498983        6.1030031934362039E-005   8.8121465161183840E-002   1.2333996066251130E-003
  0.34901685829140977       -2.8540617395733991        6.0261391803554049E-005   8.9416959614625202E-002   1.2644399840270970E-003
  0.34211559502561356       -2.8548255071720678        5.9872788713503598E-005   9.1864480142185623E-002   1.3128242997044312E-003
  0.33535079346226060       -2.8554004051441293        6.0183068120484388E-005   9.6601609647841979E-002   1.4080930605287981E-003
  0.32871975528431574       -2.8560246406503325        5.8272812070376764E-005   9.4257243228876297E-002   1.3386487220829470E-003
  0.32221983552974898       -2.8566658906519793        5.9218551711369808E-005  0.10130838957803850        1.4358410005917773E-003
  0.31584844153652342       -2.8572379021028840        5.9288041582011203E-005  0.10568445782994199        1.5308042288374349E-003
  0.30960303190844457       -2.8579189409411394        5.8784119002937202E-005  0.10812945359110120        1.5581207656177500E-003
  0.30348111550145862       -2.8586797847308056        5.8040008143301009E-005  0.10970488766102807        1.5760475459781491E-003
  0.29748025042999449       -2.8592151988458077        5.7657495847981286E-005  0.11267554514822699        1.6176320889749716E-003
  0.29159804309295451       -2.8600245031435403        5.8000122504760188E-005  0.11866509834672016        1.7111304022629575E-003
  0.28583214721896433       -2.8605844913175962        5.7774748088439637E-005  0.12254296083042721        1.7442234696657150E-003
  0.28018026293050141       -2.8613896660386811        5.7342006261470598E-005  0.12563339118115266        1.8179498895407400E-003
  0.27464013582652946       -2.8619858564502523        5.7670419368127425E-005  0.13225515252551126        1.9123721875738840E-003
  0.26920955608327135       -2.8628081706810717        5.6941488551170496E-005  0.13418719651880173        1.9262882767951642E-003
  0.26388635757276402       -2.8635061951766043        5.6495279843075674E-005  0.13747535270760841        2.3854122860598780E-003
